,movieId,title,genres,year,alt_title
950,1251,8 1/2,Drama|Fantasy,1963,8½
951,1252,Chinatown,Crime|Film-Noir|Mystery|Thriller,1974,Chinatown
952,1253,"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller,1951,"Day the Earth Stood Still, The"
953,1254,"Treasure of the Sierra Madre, The",Action|Adventure|Drama|Western,1948,"Treasure of the Sierra Madre, The"
954,1255,Bad Taste,Comedy|Horror|Sci-Fi,1987,Bad Taste
955,1256,Duck Soup,Comedy|Musical|War,1933,Duck Soup
956,1257,Better Off Dead...,Comedy|Romance,1985,Better Off Dead...
957,1258,"Shining, The",Horror,1980,"Shining, The"
958,1259,Stand by Me,Adventure|Drama,1986,Stand by Me
959,1260,M,Crime|Film-Noir|Thriller,1931,M
960,1261,Evil Dead II,Action|Comedy|Fantasy|Horror,1987,Dead by Dawn
961,1262,"Great Escape, The",Action|Adventure|Drama|War,1963,"Great Escape, The"
962,1263,"Deer Hunter, The",Drama|War,1978,"Deer Hunter, The"
963,1264,Diva,Action|Drama|Mystery|Romance|Thriller,1981,Diva
964,1265,Groundhog Day,Comedy|Fantasy|Romance,1993,Groundhog Day
965,1266,Unforgiven,Drama|Western,1992,Unforgiven
966,1267,"Manchurian Candidate, The",Crime|Thriller|War,1962,"Manchurian Candidate, The"
967,1268,Pump Up the Volume,Comedy|Drama,1990,Pump Up the Volume
968,1269,Arsenic and Old Lace,Comedy|Mystery|Thriller,1944,Arsenic and Old Lace
969,1270,Back to the Future,Adventure|Comedy|Sci-Fi,1985,Back to the Future
970,1271,Fried Green Tomatoes,Comedy|Crime|Drama,1991,Fried Green Tomatoes
971,1272,Patton,Drama|War,1970,Patton
972,1273,Down by Law,Comedy|Drama|Film-Noir,1986,Down by Law
973,1274,Akira,Action|Adventure|Animation|Sci-Fi,1988,Akira
974,1275,Highlander,Action|Adventure|Fantasy,1986,Highlander
975,1276,Cool Hand Luke,Drama,1967,Cool Hand Luke
976,1277,Cyrano de Bergerac,Comedy|Drama|Romance,1990,Cyrano de Bergerac
977,1278,Young Frankenstein,Comedy|Fantasy,1974,Young Frankenstein
978,1279,Night on Earth,Comedy|Drama,1991,Night on Earth
979,1280,Raise the Red Lantern,Drama,1991,Da hong deng long gao gao gua
980,1281,"Great Dictator, The",Comedy|Drama|War,1940,"Great Dictator, The"
981,1282,Fantasia,Animation|Children|Fantasy|Musical,1940,Fantasia
982,1283,High Noon,Drama|Western,1952,High Noon
983,1284,"Big Sleep, The",Crime|Film-Noir|Mystery,1946,"Big Sleep, The"
984,1285,Heathers,Comedy,1989,Heathers
985,1286,Somewhere in Time,Drama|Romance,1980,Somewhere in Time
986,1287,Ben-Hur,Action|Adventure|Drama,1959,Ben-Hur
987,1288,This Is Spinal Tap,Comedy,1984,This Is Spinal Tap
988,1289,Koyaanisqatsi,Documentary,1983, Koyaanisqatsi: Life Out of Balance
989,1290,Some Kind of Wonderful,Drama|Romance,1987,Some Kind of Wonderful
990,1291,Indiana Jones and the Last Crusade,Action|Adventure,1989,Indiana Jones and the Last Crusade
991,1292,Being There,Comedy|Drama,1979,Being There
992,1293,Gandhi,Drama,1982,Gandhi
993,1295,"Unbearable Lightness of Being, The",Drama,1988,"Unbearable Lightness of Being, The"
994,1296,"Room with a View, A",Drama|Romance,1986,"Room with a View, A"
995,1297,Real Genius,Comedy,1985,Real Genius
996,1298,Pink Floyd: The Wall,Drama|Musical,1982,Pink Floyd: The Wall
997,1299,"Killing Fields, The",Drama|War,1984,"Killing Fields, The"
998,1300,My Life as a Dog,Comedy|Drama,1985,Mitt liv som hund
999,1301,Forbidden Planet,Drama|Sci-Fi,1956,Forbidden Planet
1000,1302,Field of Dreams,Children|Drama|Fantasy,1989,Field of Dreams
1001,1303,"Man Who Would Be King, The",Adventure|Drama,1975,"Man Who Would Be King, The"
1002,1304,Butch Cassidy and the Sundance Kid,Action|Western,1969,Butch Cassidy and the Sundance Kid
1003,1305,"Paris, Texas",Drama|Romance,1984,"Paris, Texas"
1004,1306,Until the End of the World,Adventure|Drama|Sci-Fi,1991,Bis ans Ende der Welt
1005,1307,When Harry Met Sally...,Comedy|Romance,1989,When Harry Met Sally...
1006,1310,Hype!,Documentary,1996,Hype!
1007,1312,Female Perversions,Drama,1996,Female Perversions
1008,1318,Blue Juice,Comedy|Drama,1995,Blue Juice
1009,1320,Alien³,Action|Horror|Sci-Fi|Thriller,1992, Alien 3
1010,1321,"American Werewolf in London, An",Comedy|Horror|Thriller,1981,"American Werewolf in London, An"
1011,1322,Amityville 1992: It's About Time,Horror,1992,Amityville 1992: It's About Time
1012,1323,Amityville 3-D,Horror,1983,Amityville 3-D
1013,1324,Amityville: Dollhouse,Horror,1996,Amityville: Dollhouse
1014,1325,Amityville: A New Generation,Horror,1993,Amityville: A New Generation
1015,1326,Amityville II: The Possession,Horror,1982,Amityville II: The Possession
1016,1327,"Amityville Horror, The",Drama|Horror|Mystery|Thriller,1979,"Amityville Horror, The"
1017,1328,"Amityville Curse, The",Horror,1990,"Amityville Curse, The"
1018,1329,Blood for Dracula,Horror,1974,Andy Warhol's Dracula
1019,1330,April Fool's Day,Horror,1986,April Fool's Day
1020,1331,Audrey Rose,Horror,1977,Audrey Rose
1021,1332,"Believers, The",Horror|Thriller,1987,"Believers, The"
1022,1333,"Birds, The",Horror|Thriller,1963,"Birds, The"
1023,1334,"Blob, The",Horror|Sci-Fi,1958,"Blob, The"
1024,1335,Blood Beach,Horror|Mystery,1981,Blood Beach
1025,1336,Body Parts,Horror|Thriller,1991,Body Parts
1026,1337,"Body Snatcher, The",Drama|Horror|Thriller,1945,"Body Snatcher, The"
1027,1339,Dracula,Fantasy|Horror|Romance|Thriller,1992,Bram Stoker's Dracula
1028,1340,"Bride of Frankenstein, The",Drama|Horror|Sci-Fi,1935,Bride of Frankenstein
1029,1341,Burnt Offerings,Horror,1976,Burnt Offerings
1030,1342,Candyman,Horror|Thriller,1992,Candyman
1031,1343,Cape Fear,Thriller,1991,Cape Fear
1032,1344,Cape Fear,Crime|Drama|Thriller,1962,Cape Fear
1033,1345,Carrie,Drama|Fantasy|Horror|Thriller,1976,Carrie
1034,1346,Cat People,Drama|Fantasy|Horror,1982,Cat People
1035,1347,"Nightmare on Elm Street, A",Horror|Thriller,1984,"Nightmare on Elm Street, A"
1036,1348,Nosferatu,Horror,1922,"Nosferatu, eine Symphonie des Grauens"
1037,1349,Vampire in Venice,Horror,1986,Nosferatu a Venezia
1038,1350,"Omen, The",Horror|Mystery|Thriller,1976,"Omen, The"
1039,1351,Blood and Wine,Crime|Drama|Thriller,1996,Blood & Wine
1040,1352,Albino Alligator,Crime|Thriller,1996,Albino Alligator
1041,1353,"Mirror Has Two Faces, The",Comedy|Drama|Romance,1996,"Mirror Has Two Faces, The"
1042,1354,Breaking the Waves,Drama|Mystery,1996,Breaking the Waves
1043,1355,Nightwatch,Horror|Thriller,1997,Nightwatch
1044,1356,Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,1996,Star Trek: First Contact
1045,1357,Shine,Drama|Romance,1996,Shine
1046,1358,Sling Blade,Drama,1996,Sling Blade
1047,1359,Jingle All the Way,Children|Comedy,1996,Jingle All the Way
1048,1361,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,1996,Paradise Lost: The Child Murders at Robin Hood Hills
1049,1363,"Preacher's Wife, The",Drama,1996,"Preacher's Wife, The"
1050,1365,Ridicule,Drama,1996,Ridicule
1051,1366,"Crucible, The",Drama,1996,"Crucible, The"
1052,1367,101 Dalmatians,Adventure|Children|Comedy,1996,101 Dalmatians
1053,1370,Die Hard 2,Action|Adventure|Thriller,1990,Die Hard 2
1054,1371,Star Trek: The Motion Picture,Adventure|Sci-Fi,1979,Star Trek: The Motion Picture
1055,1372,Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi,1991,Star Trek VI: The Undiscovered Country
1056,1373,Star Trek V: The Final Frontier,Action|Sci-Fi,1989,Star Trek V: The Final Frontier
1057,1374,Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi|Thriller,1982,Star Trek II: The Wrath of Khan
1058,1375,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,1984,Star Trek III: The Search for Spock
1059,1376,Star Trek IV: The Voyage Home,Adventure|Comedy|Sci-Fi,1986,Star Trek IV: The Voyage Home
1060,1377,Batman Returns,Action|Crime,1992,Batman Returns
1061,1378,Young Guns,Action|Comedy|Western,1988,Young Guns
1062,1379,Young Guns II,Action|Western,1990,Young Guns II
1063,1380,Grease,Comedy|Musical|Romance,1978,Grease
1064,1381,Grease 2,Comedy|Musical|Romance,1982,Grease 2
1065,1382,Marked for Death,Action|Drama,1990,Marked for Death
1066,1385,Under Siege,Action|Drama|Thriller,1992,Under Siege
1067,1387,Jaws,Action|Horror,1975,Jaws
1068,1388,Jaws 2,Horror|Thriller,1978,Jaws 2
1069,1389,Jaws 3-D,Action|Horror,1983,Jaws 3-D
1070,1390,My Fellow Americans,Comedy,1996,My Fellow Americans
1071,1391,Mars Attacks!,Action|Comedy|Sci-Fi,1996,Mars Attacks!
1072,1392,Citizen Ruth,Comedy|Drama,1996,Citizen Ruth
1073,1393,Jerry Maguire,Drama|Romance,1996,Jerry Maguire
1074,1394,Raising Arizona,Comedy,1987,Raising Arizona
1075,1395,Tin Men,Comedy|Drama,1987,Tin Men
1076,1396,Sneakers,Action|Comedy|Crime|Drama|Sci-Fi,1992,Sneakers
1077,1397,Bastard Out of Carolina,Drama,1996,Bastard Out of Carolina
1078,1398,In Love and War,Romance|War,1996,In Love and War
1079,1399,Marvin's Room,Drama,1996,Marvin's Room
1080,1401,Ghosts of Mississippi,Drama,1996,Ghosts of Mississippi
1081,1405,Beavis and Butt-Head Do America,Adventure|Animation|Comedy|Crime,1996,Beavis and Butt-Head Do America
1082,1406,La Cérémonie,Crime|Drama|Mystery|Thriller,1995,La Cérémonie
1083,1407,Scream,Comedy|Horror|Mystery|Thriller,1996,Scream
1084,1408,"Last of the Mohicans, The",Action|Romance|War|Western,1992,"Last of the Mohicans, The"
1085,1409,Michael,Comedy|Drama|Fantasy|Romance,1996,Michael
1086,1411,Hamlet,Crime|Drama|Romance,1996,Hamlet
1087,1412,Some Mother's Son,Drama,1996,Some Mother's Son
1088,1413,"Whole Wide World, The",Drama,1996,"Whole Wide World, The"
1089,1414,Mother,Comedy,1996,Mother
1090,1415,Thieves,Crime|Drama|Romance,1996,"Voleurs, Les"
1091,1416,Evita,Drama|Musical,1996,Evita
1092,1417,"Portrait of a Lady, The",Drama,1996,"Portrait of a Lady, The"
1093,1419,Walkabout,Adventure|Drama,1971,Walkabout
1094,1422,Murder at 1600,Crime|Drama|Mystery|Thriller,1997,Murder at 1600
1095,1423,Hearts and Minds,Drama,1996,Hearts and Minds
1096,1425,Fierce Creatures,Comedy,1997,Fierce Creatures
1097,1426,Zeus and Roxanne,Children,1997,Zeus and Roxanne
1098,1427,Turbulence,Action|Thriller,1997,Turbulence
1099,1428,Angel Baby,Drama,1995,Angel Baby
1100,1429,First Strike,Action|Adventure|Comedy|Thriller,1996,Police Story 4: First Strike
1101,1430,Underworld,Comedy|Thriller,1996,Underworld
1102,1431,Beverly Hills Ninja,Action|Comedy,1997,Beverly Hills Ninja
1103,1432,Metro,Action|Comedy|Crime|Drama|Thriller,1997,Metro
1104,1437,"Cement Garden, The",Drama,1993,"Cement Garden, The"
1105,1438,Dante's Peak,Action|Thriller,1997,Dante's Peak
1106,1439,Meet Wally Sparks,Comedy,1997,Meet Wally Sparks
1107,1440,Amos & Andrew,Comedy,1993,Amos & Andrew
1108,1441,Benny & Joon,Comedy|Romance,1993,Benny & Joon
1109,1442,Prefontaine,Drama,1997,Prefontaine
1110,1445,McHale's Navy,Comedy|War,1997,McHale's Navy
1111,1446,Kolya,Comedy|Drama,1996,Kolja
1112,1447,Gridlock'd,Crime,1997,Gridlock'd
1113,1449,Waiting for Guffman,Comedy,1996,Waiting for Guffman
1114,1453,"Beautician and the Beast, The",Comedy|Romance,1997,"Beautician and the Beast, The"
1115,1454,SubUrbia,Comedy|Drama,1997,SubUrbia
1116,1456,"Pest, The",Comedy,1997,"Pest, The"
1117,1457,Fools Rush In,Comedy|Drama|Romance,1997,Fools Rush In
1118,1458,Touch,Drama|Fantasy|Romance,1997,Touch
1119,1459,Absolute Power,Mystery|Thriller,1997,Absolute Power
1120,1460,That Darn Cat,Children|Comedy|Mystery,1997,That Darn Cat
1121,1461,Vegas Vacation,Comedy,1997,National Lampoon's Las Vegas Vacation
1122,1464,Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1997,Lost Highway
1123,1465,Rosewood,Action|Drama,1997,Rosewood
1124,1466,Donnie Brasco,Crime|Drama,1997,Donnie Brasco
1125,1468,Booty Call,Comedy|Romance,1997,Booty Call
1126,1473,Best Men,Action|Comedy|Crime|Drama,1997,Best Men
1127,1474,Jungle2Jungle,Children|Comedy,1997, Jungle 2 Jungle
1128,1475,Kama Sutra: A Tale of Love,Romance,1996,Kama Sutra: A Tale of Love
1129,1476,Private Parts,Comedy|Drama,1997,Private Parts
1130,1477,Love Jones,Romance,1997,Love Jones
1131,1479,"Saint, The",Action|Romance|Sci-Fi|Thriller,1997,"Saint, The"
1132,1480,Smilla's Sense of Snow,Drama|Thriller,1997,Smilla's Sense of Snow
1133,1483,Crash,Drama|Thriller,1996,Crash
1134,1484,"Daytrippers, The",Comedy|Drama|Mystery|Romance,1996,"Daytrippers, The"
1135,1485,Liar Liar,Comedy,1997,Liar Liar
1136,1487,Selena,Drama|Musical,1997,Selena
1137,1488,"Devil's Own, The",Action|Drama|Thriller,1997,"Devil's Own, The"
1138,1489,Cats Don't Dance,Animation|Children|Musical,1997,Cats Don't Dance
1139,1490,B*A*P*S,Comedy,1997,B*A*P*S
1140,1493,Love and Other Catastrophes,Romance,1996,Love and Other Catastrophes
1141,1495,Turbo: A Power Rangers Movie,Action|Adventure|Children,1997,Turbo: A Power Rangers Movie
1142,1496,Anna Karenina,Drama|Romance,1997,Anna Karenina
1143,1497,Double Team,Action,1997,Double Team
1144,1498,Inventing the Abbotts,Drama|Romance,1997,Inventing the Abbotts
1145,1499,Anaconda,Action|Adventure|Thriller,1997,Anaconda
1146,1500,Grosse Pointe Blank,Comedy|Crime|Romance,1997,Grosse Pointe Blank
1147,1502,Kissed,Drama|Romance,1996,Kissed
1148,1503,8 Heads in a Duffel Bag,Comedy,1997,8 Heads in a Duffel Bag
1149,1507,Paradise Road,Drama|War,1997,Paradise Road
1150,1513,Romy and Michele's High School Reunion,Comedy,1997,Romy and Michele's High School Reunion
1151,1514,Temptress Moon,Romance,1996,Feng Yue
1152,1515,Volcano,Action|Drama|Thriller,1997,Volcano
1153,1516,Children of the Revolution,Comedy,1996,Children of the Revolution
1154,1517,Austin Powers: International Man of Mystery,Action|Adventure|Comedy,1997,Austin Powers: International Man of Mystery
1155,1518,Breakdown,Action|Thriller,1997,Breakdown
1156,1519,Broken English,Drama,1996,Broken English
1157,1526,Fathers' Day,Comedy,1997,Fathers' Day
1158,1527,"Fifth Element, The",Action|Adventure|Comedy|Sci-Fi,1997,"Fifth Element, The"
1159,1529,Nowhere,Comedy|Drama,1997,Nowhere
1160,1533,"Promise, The",Drama,1996,La promesse
1161,1537,Shall We Dance?,Comedy|Drama|Romance,1996,Shall We Dansu?
1162,1541,Addicted to Love,Comedy|Romance,1997,Addicted to Love
1163,1542,Brassed Off,Comedy|Drama|Romance,1996,Brassed Off
1164,1544,"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller,1997,"Lost World: Jurassic Park, The"
1165,1545,Ponette,Drama,1996,Ponette
1166,1546,Schizopolis,Comedy,1996,Schizopolis
1167,1547,Shiloh,Children|Drama,1997,Shiloh
1168,1549,Rough Magic,Drama|Romance,1995,Rough Magic
1169,1550,Trial and Error,Comedy|Romance,1997,Trial and Error
1170,1551,Buddy,Adventure|Children|Drama,1997,Buddy
1171,1552,Con Air,Action|Adventure|Thriller,1997,Con Air
1172,1554,"Pillow Book, The",Drama|Romance,1996,"Pillow Book, The"
1173,1556,Speed 2: Cruise Control,Action|Romance|Thriller,1997,Speed 2: Cruise Control
1174,1562,Batman & Robin,Action|Adventure|Fantasy|Thriller,1997,Batman & Robin
1175,1564,For Roseanna,Comedy|Drama|Romance,1997,Roseanna's Grave
1176,1565,Head Above Water,Comedy|Thriller,1996,Head Above Water
1177,1566,Hercules,Adventure|Animation|Children|Comedy|Musical,1997,Hercules
1178,1569,My Best Friend's Wedding,Comedy|Romance,1997,My Best Friend's Wedding
1179,1571,When the Cat's Away,Comedy|Romance,1996,Chacun cherche son chat
1180,1572,Contempt,Drama,1963,"Mépris, Le"
1181,1573,Face/Off,Action|Crime|Drama|Thriller,1997,Face/Off
1182,1574,Fall,Romance,1997,Fall
1183,1580,Men in Black,Action|Comedy|Sci-Fi,1997, MIB
1184,1581,Out to Sea,Comedy,1997,Out to Sea
1185,1582,Wild America,Adventure|Children,1997,Wild America
1186,1583,"Simple Wish, A",Children|Fantasy,1997,"Simple Wish, A"
1187,1584,Contact,Drama|Sci-Fi,1997,Contact
1188,1585,Love Serenade,Comedy,1996,Love Serenade
1189,1586,G.I. Jane,Action|Drama,1997,G.I. Jane
1190,1587,Conan the Barbarian,Action|Adventure|Fantasy,1982,Conan the Barbarian
1191,1588,George of the Jungle,Children|Comedy,1997,George of the Jungle
1192,1589,Cop Land,Action|Crime|Drama|Thriller,1997,Cop Land
1193,1590,Event Horizon,Horror|Sci-Fi|Thriller,1997,Event Horizon
1194,1591,Spawn,Action|Adventure|Sci-Fi|Thriller,1997,Spawn
1195,1592,Air Bud,Children|Comedy,1997,Air Bud
1196,1593,Picture Perfect,Comedy|Romance,1997,Picture Perfect
1197,1594,In the Company of Men,Comedy|Drama,1997,In the Company of Men
1198,1596,Career Girls,Drama,1997,Career Girls
1199,1597,Conspiracy Theory,Drama|Mystery|Romance|Thriller,1997,Conspiracy Theory
1200,1598,Desperate Measures,Crime|Drama|Thriller,1998,Desperate Measures
1201,1599,Steel,Action,1997,Steel
1202,1600,She's So Lovely,Drama|Romance,1997,She's So Lovely
1203,1601,Hoodlum,Crime|Drama|Film-Noir,1997,Hoodlum
1204,1602,Leave It to Beaver,Comedy,1997,Leave It to Beaver
1205,1603,Mimic,Horror|Sci-Fi|Thriller,1997,Mimic
1206,1604,Money Talks,Action|Comedy,1997,Money Talks
1207,1605,Excess Baggage,Adventure|Romance,1997,Excess Baggage
1208,1606,Kull the Conqueror,Action|Adventure,1997,Kull the Conqueror
1209,1608,Air Force One,Action|Thriller,1997,Air Force One
1210,1609,187,Drama|Thriller,1997,One Eight Seven
1211,1610,"Hunt for Red October, The",Action|Adventure|Thriller,1990,"Hunt for Red October, The"
1212,1611,My Own Private Idaho,Drama|Romance,1991,My Own Private Idaho
1213,1612,"Kiss Me, Guido",Comedy,1997,"Kiss Me, Guido"
1214,1613,Star Maps,Drama,1997,Star Maps
1215,1614,In & Out,Comedy,1997,In & Out
1216,1615,"Edge, The",Adventure|Drama,1997,"Edge, The"
1217,1616,"Peacemaker, The",Action|Thriller|War,1997,"Peacemaker, The"
1218,1617,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997,L.A. Confidential
1219,1619,Seven Years in Tibet,Adventure|Drama|War,1997,Seven Years in Tibet
1220,1620,Kiss the Girls,Crime|Drama|Mystery|Thriller,1997,Kiss the Girls
1221,1621,Soul Food,Drama,1997,Soul Food
1222,1623,Wishmaster,Horror,1997,Wishmaster
1223,1624,"Thousand Acres, A",Drama,1997,"Thousand Acres, A"
1224,1625,"Game, The",Drama|Mystery|Thriller,1997,"Game, The"
1225,1626,Fire Down Below,Action|Drama|Thriller,1997,Fire Down Below
1226,1627,U Turn,Crime|Drama|Mystery,1997,U Turn
1227,1629,"MatchMaker, The",Comedy|Romance,1997,"MatchMaker, The"
1228,1631,"Assignment, The",Action|Thriller,1997,"Assignment, The"
1229,1633,Ulee's Gold,Drama,1997,Ulee's Gold
1230,1635,"Ice Storm, The",Drama,1997,"Ice Storm, The"
1231,1639,Chasing Amy,Comedy|Drama|Romance,1997,Chasing Amy
1232,1641,"Full Monty, The",Comedy|Drama,1997,"Full Monty, The"
1233,1642,Indian Summer,Comedy|Drama,1996, Alive & Kicking
1234,1643,Mrs. Brown,Drama|Romance,1997," Her Majesty, Mrs. Brown"
1235,1644,I Know What You Did Last Summer,Horror|Mystery|Thriller,1997,I Know What You Did Last Summer
1236,1645,The Devil's Advocate,Drama|Mystery|Thriller,1997,The Devil's Advocate
1237,1646,RocketMan,Children|Comedy|Romance|Sci-Fi,1997, Rocket Man
1238,1647,Playing God,Crime|Drama|Thriller,1997,Playing God
1239,1648,"House of Yes, The",Comedy|Drama,1997,"House of Yes, The"
1240,1649,"Fast, Cheap & Out of Control",Documentary,1997,"Fast, Cheap & Out of Control"
1241,1650,Washington Square,Drama,1997,Washington Square
1242,1652,Year of the Horse,Documentary,1997,Year of the Horse
1243,1653,Gattaca,Drama|Sci-Fi|Thriller,1997,Gattaca
1244,1654,FairyTale: A True Story,Children|Drama|Fantasy,1997,FairyTale: A True Story
1245,1655,Phantoms,Drama|Horror|Thriller,1998,Phantoms
1246,1656,Swept from the Sea,Drama|Romance,1997,Swept from the Sea
1247,1658,"Life Less Ordinary, A",Romance|Thriller,1997,"Life Less Ordinary, A"
1248,1659,Hurricane Streets,Drama,1997,Hurricane Streets
1249,1660,Eve's Bayou,Drama,1997,Eve's Bayou
1250,1661,Switchback,Crime|Mystery|Thriller,1997,Switchback
1251,1662,Gang Related,Crime,1997,Gang Related
1252,1663,Stripes,Comedy|War,1981,Stripes
1253,1665,Bean,Comedy,1997,Bean
1254,1667,Mad City,Action|Drama,1997,Mad City
1255,1670,Welcome to Sarajevo,Drama|War,1997,Welcome to Sarajevo
1256,1671,Deceiver,Crime|Drama|Thriller,1997,Deceiver
1257,1672,"Rainmaker, The",Drama,1997,"Rainmaker, The"
1258,1673,Boogie Nights,Drama,1997,Boogie Nights
1259,1674,Witness,Drama|Romance|Thriller,1985,Witness
1260,1675,Incognito,Crime|Thriller,1997,Incognito
1261,1676,Starship Troopers,Action|Sci-Fi,1997,Starship Troopers
1262,1677,Critical Care,Comedy|Drama,1997,Critical Care
1263,1678,"Joy Luck Club, The",Drama|Romance,1993,"Joy Luck Club, The"
1264,1679,Chairman of the Board,Comedy,1998,Chairman of the Board
1265,1680,Sliding Doors,Drama|Romance,1998,Sliding Doors
1266,1681,Mortal Kombat: Annihilation,Action|Adventure|Fantasy,1997,Mortal Kombat: Annihilation
1267,1682,"Truman Show, The",Comedy|Drama|Sci-Fi,1998,"Truman Show, The"
1268,1683,"Wings of the Dove, The",Drama|Romance,1997,"Wings of the Dove, The"
1269,1684,Mrs. Dalloway,Drama|Romance,1997,Mrs. Dalloway
1270,1685,"I Love You, I Love You Not",Drama|Romance,1996,"I Love You, I Love You Not"
1271,1686,Red Corner,Crime|Thriller,1997,Red Corner
1272,1687,"Jackal, The",Action|Thriller,1997,"Jackal, The"
1273,1688,Anastasia,Adventure|Animation|Children|Drama|Musical,1997,Anastasia
1274,1689,"Man Who Knew Too Little, The",Comedy|Crime|Thriller,1997,"Man Who Knew Too Little, The"
1275,1690,Alien: Resurrection,Action|Horror|Sci-Fi,1997,Alien: Resurrection
1276,1693,Amistad,Drama|Mystery,1997,Amistad
1277,1694,"Apostle, The",Drama,1997,"Apostle, The"
1278,1695,Artemisia,Drama,1997,Artemisia
1279,1696,Bent,Drama|War,1997,Bent
1280,1699,"Butcher Boy, The",Comedy|Drama,1997,"Butcher Boy, The"
1281,1701,Deconstructing Harry,Comedy|Drama,1997,Deconstructing Harry
1282,1702,Flubber,Children|Comedy|Fantasy,1997,Flubber
1283,1703,For Richer or Poorer,Comedy,1997,For Richer or Poorer
1284,1704,Good Will Hunting,Drama|Romance,1997,Good Will Hunting
1285,1707,Home Alone 3,Children|Comedy,1997,Home Alone 3
1286,1711,Midnight in the Garden of Good and Evil,Crime|Drama|Mystery,1997,Midnight in the Garden of Good and Evil
1287,1713,Mouse Hunt,Children|Comedy,1997,Mouse Hunt
1288,1717,Scream 2,Comedy|Horror|Mystery|Thriller,1997,Scream 2
1289,1718,Stranger in the House,Thriller,1997,Stranger in the House
1290,1719,"Sweet Hereafter, The",Drama,1997,"Sweet Hereafter, The"
1291,1721,Titanic,Drama|Romance,1997,Titanic
1292,1722,Tomorrow Never Dies,Action|Adventure|Thriller,1997,Tomorrow Never Dies
1293,1726,"Postman, The",Action|Adventure|Drama|Sci-Fi,1997,"Postman, The"
1294,1727,"Horse Whisperer, The",Drama|Romance,1998,"Horse Whisperer, The"
1295,1729,Jackie Brown,Crime|Drama|Thriller,1997,Jackie Brown
1296,1730,Kundun,Drama,1997,Kundun
1297,1731,Mr. Magoo,Comedy,1997,Mr. Magoo
1298,1732,"Big Lebowski, The",Comedy|Crime,1998,"Big Lebowski, The"
1299,1733,Afterglow,Drama|Romance,1997,Afterglow
1300,1734,My Life in Pink,Comedy|Drama,1997,Ma vie en rose
1301,1735,Great Expectations,Drama|Romance,1998,Great Expectations
1302,1739,3 Ninjas: High Noon On Mega Mountain,Action|Children|Comedy,1998,3 Ninjas: High Noon On Mega Mountain
1303,1746,Senseless,Comedy,1998,Senseless
1304,1747,Wag the Dog,Comedy,1997,Wag the Dog
1305,1748,Dark City,Adventure|Film-Noir|Sci-Fi|Thriller,1998,Dark City
1306,1752,Hard Rain,Action|Crime|Thriller,1998,Hard Rain
1307,1753,Half Baked,Comedy,1998,Half Baked
1308,1754,Fallen,Crime|Drama|Fantasy|Thriller,1998,Fallen
1309,1755,Shooting Fish,Comedy|Romance,1997,Shooting Fish
1310,1757,Fallen Angels,Drama|Romance,1995,Duo luo tian shi
1311,1759,Four Days in September,Drama,1997,"O Que É Isso, Companheiro?"
1312,1760,Spice World,Comedy,1997,Spice World
1313,1762,Deep Rising,Action|Horror|Sci-Fi,1998,Deep Rising
1314,1767,Music From Another Room,Drama|Romance,1998,Music From Another Room
1315,1769,"Replacement Killers, The",Action|Crime|Thriller,1998,"Replacement Killers, The"
1316,1770,B. Monkey,Crime|Romance|Thriller,1998,B. Monkey
1317,1771,Night Flier,Horror,1997,Night Flier
1318,1772,Blues Brothers 2000,Action|Comedy|Musical,1998,Blues Brothers 2000
1319,1777,"Wedding Singer, The",Comedy|Romance,1998,"Wedding Singer, The"
1320,1779,Sphere,Sci-Fi|Thriller,1998,Sphere
1321,1783,Palmetto,Crime|Drama|Mystery|Romance|Thriller,1998,Palmetto
1322,1784,As Good as It Gets,Comedy|Drama|Romance,1997,As Good as It Gets
1323,1785,King of New York,Crime|Thriller,1990,King of New York
1324,1791,Twilight,Crime|Drama|Thriller,1998,Twilight
1325,1792,U.S. Marshals,Action|Crime|Thriller,1998,U.S. Marshals
1326,1793,Welcome to Woop-Woop,Comedy,1997,Welcome to Woop-Woop
1327,1794,Love and Death on Long Island,Comedy|Drama,1997,Love and Death on Long Island
1328,1797,Everest,Documentary|IMAX,1998,Everest
1329,1798,Hush,Thriller,1998,Hush
1330,1799,Suicide Kings,Comedy|Crime|Drama|Mystery|Thriller,1997,Suicide Kings
1331,1801,"Man in the Iron Mask, The",Action|Adventure|Drama,1998,"Man in the Iron Mask, The"
1332,1804,"Newton Boys, The",Crime|Drama,1998,"Newton Boys, The"
1333,1805,Wild Things,Crime|Drama|Mystery|Thriller,1998,Wild Things
1334,1806,Paulie,Adventure|Children|Comedy,1998,Paulie
1335,1807,"Cool, Dry Place, A",Drama,1998,"Cool, Dry Place, A"
1336,1809,Fireworks,Crime|Drama,1997,Hana-bi
1337,1810,Primary Colors,Comedy|Drama,1998,Primary Colors
