lyrics,artist
"[Featuring Sticky Fingaz]

[Sasha]

Hey, yo f*ck it. I'm rollin in a 4-barrel Camaro, toward the Tribore, eyes
narrow East River flow with marrow, along side the bridge zombies
pushing bodies in wheel barrels, bitches sterile follow on crutches of
rusted arrows try to breath through esophagus stuffed with sparrows,
the imperial, terrarembrium, the spherical, I turn the steering wheel
and pull into a 7-Eleven, met up with Billy, Danny, Rob and Evan from the
fucking Bio, yo we down for survival with acid raindrenched skin infest-
ed by termites, hermaphrodites on bikes swing spikes, think twice as I
try to pacify the pariah beside the driver and Shotgun kelly flips the
visor, time to devise a plan to reverse the demise of man before he's met
by the lastset of the sun, armageddon, no question to answer, disaster
results from behavior patterns. Earth lay raped, escape to saturn in a 
capsule, thirteen days of travel. Upon arrival plans unravel, imbalance
of chemical pheremones, clones with no genitals surround us, we can't
f*ck them, no means of reproduction. I hear a scream and turn in that
direction, 33-23-33, I see seven, coming toward us, to reward us...

Disorder, enter the millennium, time gets shorter
Disorder, behold a pale horse, new world disorder

[Lord Humongous]

Armageddon, a new death is dawnin', I like the smell of napalm in the
morning, four riders of the apocalypse descend from the north, a fear in
my eye, I behold a pale horse. Armageddon, no time to cry we all die as
the sky turns red, the missles start to fly. Factionstake action, eleven
families rule, millennium approaches, survival of the roaches. Body
armor will make you feel calmer or safe from the drama, deplow stealth
military bombers, ass out, get down on your knees and pray; illuminati
takes your soul on the eve of judgement day as the armies of darkness
irradicate life and we all go to hell and satan fucks your wife. Strife, ter-
ror without a minute to pray, human beings at odds, peace becomes dis-
aray, I'm humongous from Mad Max, Lord of the Wasteland with crazy ill
troops all at my command, don't you ever fall victim to my master plan,
I'm the dealer of death and here's your motherfuckin' hand.

[D-Lux]

I'm ready to take back whatever they sold ya 'cause the scheme is a secret
so nobody ever told ya, an underground illuminated tribe of radicals
ready to take forth and feast like cannibals, animals, huffing the fumes
of rotting flesh exhumed from the corpses of presisdents, dissents and
fools with a one way ticket from the temple of doom, dark sides of
moons and ill atomic booms leave the earth all shakin and full of
wounds from Krakatoa east of Java to Camaroon, and coming soon to a
theater near you, the end of everything that we once knew.

[Billy]

The grand finale strap my body with TNT, take the president and his
bitch with me tearing down the walls of this conspiracy, f*ck skull and
bones and illuminati. Irradication of the land of the free but I'm the
brave, ain't going out like a motherfuckin' slave, neobarbaric post-
apocalyptic war, ground zero brooklyn, the world at war.

[Sticky Fingaz]

I woke up, bar codes on my forehead, it's a living nightmare, my families
all dead. I gotta call Fred but no dail tone, I'm out for
self 'cause I'm gonna die alone, this is madness I'm drooling with the lock
jaw, my elevator don't go to the top floor, I hold my breath 'cause the O2
killed, I'm suffocating, I can't pay my oxygen bill. There's no tomorrow, I
wish a nigga murder me, the president declared a state of emergency.
The coast guard bangin' at my front door, I got homemade bombs if they
want war. There's no sun, they put a fucking chip in me, I'm a clone, mat-
ta fact it's a different me. I'm high tech kid, you get a bomb in the mail, so
if you die today then I'll see you in hell, I'll see you in hell, see you in hell.",Biohazard
"Biohazard Switchback lyrics
Welcome to the rat race, people killing themselves
To get ahead of the pack, backstab and attack.
Out for self, the money, the power, the fame,
Competition and greed in a world without shame.
I stumble and fall along the path I've chosen,
I face my fears, I won't be broken.
Corrosion has a way of fucking with your sanity,
I do what I gotta to preserve my humanity.

Switchback - taking life as each day comes
Switchback - facing fears, I never run,
Switchback - never quit until I'm done
I'm the underdong and I will overcome.

Confrontation can break you down to your very fast compound.
Beat you down, drag you round, break you
Refuse to bend, never ever let it take you
Over the edge where you can never break through.
Overcome, switchback, stand strong alone
The good, the bad, the truth, the unknown
Locked up at war with the demons within
I fight to live, I live to win.

The harder that I battle with lifes deceit,
The stronger I stand on my own two feet.
If I allow the world to assimilate my mind,
Will my freedom be forever denied?
Will I no longer be free in my mind?",Biohazard
"""Free people will never remain free if they are not willing, if
need be, to fight for their vital interests.""

I watch your bullshit from the outside in, you disrespect and hate
You think you're better than your fellow man,
Controlled by fear you seal your fate
How could you step on me, violate, desecrate and hate me
But I'm just like you, flesh and blood, I'm only human.

I resist the pressure to be who you want me to be
I resist the pressure, I resist so I am free.

I see right through your condescending ways, as you look down on me
But I could never stand and judge like you, I resist so I am free.
My peace of mind, peace of mind will set me free
But I'm just like you, flesh and blood, in need of revolution.
I resist so I am free.",Biohazard
"I question not me, it only happens to others
I can't deny reality as life gets smothered

If the lines can be read between
Maybe you can tell me then what it all means
Cause he who paints the big picture runs the whole scene

Locked down, I gotta get it out
Impending doom, a cloud above my head
Why me? My faith has been devout
Blasphemous? Am I better off dead?

Punishment, for all my sins

A burning thought inside my mind
Has me full of pity for all of human kind
As we move forth, we fall further behind

Fear of death, will my life go on?
Controlled fate? On the corner rolling dice
Punishment, but I've done nothing wrong
In my eyes, who really pays the price

My lament, for the human race
Guilty, punishment for all my sins

Dread the day that brings the truth
Punishment for what I've done
Sentence me for all my sins
Bound in fear for what I've got
Though not much it seems a lot
Life is death and no one wins

Bustin' my ass, another day another dollar, as I kneel down and I
Confess to the father that I'm suffering a burning question of
the truth, whether or not to pull the trigger or to jump right
off the roof, 'cause I did things normal and just like all my friends
but now I'm positive and life it all ends

Punishment, for all my sins, I repent

In reality, we all must face the fact that the majority
of the people are out there smoking crack, getting doped up,
shooting that shit into their veins, the question must be asked if
we have any brains left, or right or wrong in this son, a
question we all ask and must answer before long, 'cause no one
is safe in this world, what's the deal, the sentence is death and to
what court do I appeal?

Punishment, for all my sins, I repent

Punishment",Biohazard
"I question not me, it only happens to others
I can't deny reality as life gets smothered

If the lines can be read between
Maybe you can tell me then what it all means
Cause he who paints the big picture runs the whole scene

Locked down, I gotta get it out
Impending doom, a cloud above my head
Why me? My faith has been devout
Blasphemous? Am I better off dead?

Punishment, for all my sins

A burning thought inside my mind
Has me full of pity for all of human kind
As we move forth, we fall further behind

Fear of death, will my life go on?
Controlled fate? On the corner rolling dice
Punishment, but I've done nothing wrong
In my eyes, who really pays the price

My lament, for the human race
Guilty, punishment for all my sins

Dread the day that brings the truth
Punishment for what I've done
Sentence me for all my sins
Bound in fear for what I've got
Though not much it seems a lot
Life is death and no one wins

Bustin' my ass, another day another dollar, as I kneel down and I
Confess to the father that I'm suffering a burning question of
the truth, whether or not to pull the trigger or to jump right
off the roof, 'cause I did things normal and just like all my friends
but now I'm positive and life it all ends

Punishment, for all my sins, I repent

In reality, we all must face the fact that the majority
of the people are out there smoking crack, getting doped up,
shooting that shit into their veins, the question must be asked if
we have any brains left, or right or wrong in this son, a
question we all ask and must answer before long, 'cause no one
is safe in this world, what's the deal, the sentence is death and to
what court do I appeal?

Punishment, for all my sins, I repent

Punishment",Biohazard
"I sit and pick my brain each night
With an axe in my hand held tight
Bite my nose to spite my face
Killing myself, I can't escape the rat race
Wallowing in neck-deep misery
Quicksand dissent, pressure free
Deepest wounds are self inflicted
Should I hope to be vindicated

Always alone, society's abortion
Self mutilation, the daily partion
Resentful past breeds hopeful future
With tears of blood, I remove the sutures

Dying inside, emotions they hide
Irreparable damage from the tears that I've cried
I climb from the sewer, the years that I have
spent
Self mutilation or my environment

[Chorus: Repeat x2]
Tears of blood, tears of blood
I cry, I cry
Tears of blood, tears of blood
I die

Deny myself for fear of being
Is it over now, has my heart stopped beating
Lying here just self defeating
My mind is empty, it won't stop bleeding
Twisted anger screams my brain
Over the edge, I hang in pain
Mouth locked shut my mind won't swallow
With tears of blood alone I wallow

No one to blame except myself
What you call masochism I call wealth
Maybe its just a matter of pride
Too sweet to end with suicide

Peel the scab, pour salt in the wound
Torturing myself, I'm forever doomed
Looking east and west each and every moon
A peaceful rest comes somebody soon

No one to blame expect myself
What you call masochism I call wealth
Is death life and do we live in hell?

[Chorus: Repeat x3]",Biohazard
"I make now a stand for belief that I'm steadfast
In hating all of the bullshit you give me doubt my future, present and past
Who are you to infringe your values upon me, I've learned the hard way
Stepping on my toes, you've put my back to the wall, my back to the wall

I've been told a thousand times to give respect when due
Why do you find it so hard to believe I've got none for you
It's my heart and my mind that I'll always follow, I will not break
Nor will my balls, although that I've seen that you've tried
before
Why are people fake?

Maybe you're older, wiser on your own right, it's your mistake
I'm gonna do my own thing regardless, my choice to make
I am real, in touch with my feelings, and I know my place
You have shown, on the other hand, both sides of your face

I see the world in a different light
Things not always black and white
Through all these years still, to this day
My hardened eyes see only shades of grey

I would never try and tell you what was right from wrong
Maybe that's why you feel that I don't belong
Always put me down for things I've said and done
Can't you see it's a war that can't be won

A war that can't be won

Living in your world seems so clear and concise
Shutting out reality makes everything so nice
Paint a pretty picture black and white everyday
See my tattered canvass bleeding shades of grey

I see the world in a different light
Things not always black and white
Through all these years still, to this day
My hardened eyes see only shades of grey",Biohazard
"What makes us tick
Are we mentally sick
Feeling inside that drive us like pride
Or emotional scars from our friends that have died
And make us build walls so incredible high
They exceed the ceiling from the terrified feelings
Which we often repress and end up depressed
Some vent it as rage, it's the fashion these days
In a twisted society, we drown in anxiety
Has push come to shove, have we killed the dove
Are we caught in a fit, what makes us tick
Has man gone insane, are we feeling the strain
We must dig and must pick at what makes us tick
Has push come to shove, have we killed the dove
Are we caught in the thick as to what makes us tick
Can you feel the pain that I feel
No
So let me tell you about what is real
Go
The pain inside, it kills me, I cry
So
What is it that makes us tick
Can you hear the cries that I cry
Why
Leave me alone, I'm ready to die
Die
For me I lie to myself
Just what is it that makes us tick",Biohazard
"Monday yawning, school's so boring
Or go to work like a jerk and end up snoring
Tuesday's mail never fails
Collection agency wants me in jail
Wednesday's rules got me ignoring, deploring, all my tensions roaring
Thursday same shit different day
But these motherfucking rules will never ever go away

F*ck the rules 

Friday night gonna be out of sight
If you're 21 they say drinking might be fun
On Saturday, Bible says seventh day
The day of rest so have it your way
Go for a ride, keep it under 55
Respect the badge, don't drink and drive
On Sunday gotta survive these fascist fools
Take your freedom back from the bullshit rules

Call me paranoid call me what you will 
I got a fucking feeling something big is going down

F*ck the rules 

Call me paranoid call me what you will 
I got a fucking feeling something big is going down

F*ck the rules",Biohazard
"Growing up I've seen a lot of shit in my time
I've seen hunger, hunger, pleasure, pain, violence and crime
I have learned from the mistakes of my friends that have died
And from those who have gone down in life that just never tried
Life is just too short I realize that now
I'm gonna get my shit together and try to make it some how
Cause one thing that I have learned is that you only live once
So now I'll take life by the balls and squeeze until they crunch

Knowledge of the streets, a valuable tool
Type of education you can't get in school
Many hard times, losing friends, getting burned
Nobody to teach me, I just learned
A man like clay molded by his surroundings
He starts to take shape of the beating and the pounding
Assembly line that I've been through
A hard motherfucker with a bad attitude
Maybe its just the times we live in
Maybe its just urban discipline

The ways of urban life are not as they seem
Standing up and fighting is what living here means
In order to survive you've got to earn your respect
The only lessons that you learn are from things that you regret

Brooklyn, Bronx, Manhattan, Staten Island and Queens
Standing up and fighting is what living here means
In order to survive you've got to earn your respect
The only lessons that you learn are from things that you regret",Biohazard
"As I look up at the sky
I wonder why my momma always cried
Was it for how fast we lived and died?
Or because we never got our piece of the pie?

Busting at the seams, The American Dream
Like Meth said Cream, Boulevard of Broken Dreams
Parents with good intentions never mention
The Brooklyn House of Detention

Free to fly, and free to try, to get our peace before we die
Free to fly, and free to try, to get our piece of the pie and die

Locking us down, we got cops all around
The sound of sirens drown your own heart's pound
But you only wanted a piece of the pie
And in your mind's eye momma's still gonna cry

No matter how hard you tried, whether it's truth or lies
On the day that you die, but we're free to fly
And free to try to get our piece of the pie and die

Freedom, Liberty, The KKK, Modern Democracy, we have no say, 
American Dream, The American Way, Land of the Free, Home of the Slave

Free to fly, and free to try, to get our peace before we die
Free to fly, and free to try, to get our piece of the pie and die

Freedom, Liberty, The KKK, Modern Democracy, we have no say, 
American Dream, The American Way, Land of the Free, Home of the Slave",Biohazard
"I'm fed up, I've had it up to there
Tell me what is good for me and my career
F*ck you and your selfish advice
You've never been loyal to the same things twice
In your sheltered little lives, you don't know the scene
Doing as you're told, puppets of the big machine
Changing faces, revolving door hypocrisy
Who do you work for now, yeah, I see

[Chorus I:]

Music's for you and me
Not the fucking industry
You fucking tell us what is cool
You see we came from different schools

You got no crowd but you got a big push
Kissing asses till your pride turns into mush
You might change your style for the record company
Fingers down your throat, you heave your integrity

You're weak, give it up, throw the towel and the flag in
And get your pussy ass of the motherfuckin' bandwagon
Never for a minute were you real in the first place
So far up someone's ass you got shit on your face

[Chorus II:]

Music's for you and me
Not the fucking industry
You fucking tell us what is cool
You see we came from different schools
To us it matters what you say
Not the fucking games you play
You're full of shit, it's plain to see
The whole damn fucking indrusty

If you think for a minute this song's about you
Step the f*ck back, 'cause it's probably true
The message in the music is the reason that we're in this
Music is for you and me, not the fucking industry
Try to tell us what is cool, we came from different schools
It only matters what you say, not the fuckin' games you play
Full of shit, it's plain to see, the whole damn fuckin' industry

[Chorus II]",Biohazard
"Tales from the hard side
Your cards were dealt when you drove through the night
as a man in dark clothes came into your sight
The barrel tapped the glass, you reached the window lock
Get the f*ck out the car and leave it in the crosswalk
He climbed into your seat and dropped a vial of crack
Pissin' down your leg, you're a victim of carjack
Feel the cold steel as I pull the hammer back
BANG! You're fuckin' dead 'cause it's like that
Society pushed him down and out
soul provider what's it all about
Religion can we do without
Social pressure we're too strung out
Another bad hand the cards have been dealt
Kid of fourteen, high aspiration held
to get ahead and run shit with his powerful will
Told by his role model you're old enough to kill
See my ride, my bitches and my loot
If ya want to survive be prepared to shoot
Stay hard like me and you're bound to do well
A waste of precious life, twenty five with an L
I'll put this bullet in your head for the color of your skin
This is my neighborhood who the f*ck let you in
I'll stick with mine stay with your own kind
The virus of hate infects the ignorant mind",Biohazard
"Times are changing, things come and go
Things are getting worse, the earth, a black hole
I say to myself, ""Will this shit ever change?""
Will it ever improve or will it stay the same?

It's plain to me that things are amiss
Because I've seen better days than this
How could we let it get as bad as it is?
Because I've seen better days than this
It's plain to me that things are amiss

Famine and war, hate and disgrace
Incest and murder, raping the rat race
I see no end to this suffering
Faith, hope, and love are burnt offerings

It's plain to me that things are amiss
Because I've seen better days than this
How could we let it get as bad as it is?
Because I've seen better days than this
It's plain to me that things are amiss

Decline and fall of modern man, our fate is sealed by our own hand
Time spinning onward, we're regressing fast
Signs of the times say these days might be our last
Better days are gone forever, I fear
Our hate dictates our fate, apocalypse is here",Biohazard
"Fascism, the epitome of ignorance
Listen up, I'll give you a for instance
People go hating for the color of skin
Won't they learn they'll never win
Play not the hands of the media vultures
We must learn to unite our cultures
Violence constantly tears us apart
Show the world that we've got heart

[Chorus:]

Blood is spilled on black and white
Different colors, why do we fight
Face the facts, stone cold sober
Black and white and red all over

Thousands die and kill each other
Someone rapes and stabs their mother
I think it'ssick to count the death toll
On and on the media rolls
Drive by shootings, homicide
Nobody cares about the mother who cried
A family's grief stepped on by ratings
Understand why I keep hating

It makes no sense for us to be pawns
In the chess game that the media plays

If the streets are where you run
There you die, why? Find yourself a way out

Black and white and red all over

Ruling out the positive and any hope for peace
This will only kill morale, paper sales increase
This shit has got to cease

Black and white and red all over

Believe half of what you read and half what you see
Put two and two together and you'll have reality
Can't you see my reality?

[Chorus]

Turn on the TV and what do I see
Killing, murder and blasphemy
Rape, arsan, robberies
People die of incurable disease
Crashes, bashes, people on crack
Scandal, war and heart attack
Always strife in the middle fucking east
If war sell papers why don't peace",Biohazard
"Look into the yes of a madman
You can see it in his face, he's a weak and sad man
Staring straight ahead, his eyes set like stone
With a nine millimeter cocked at your dome
No way out, it's too late 'cause you're already in it
So what'cha gonna do you'll be dead in a minute
Thinking slow will get you nowhere fast
A young life terminated with one short blast
You live like that, you die like this
That's how it is
Livin' with regret is no way to live
That's how it is
You're dead too soon if the bullet don't miss
That's how it is kid
How it is
That's what you get for
Living like this
With a bullet in your head, you're dead, you can't miss
Ain't no time for regret when you're body is in a bag
Ain't no time to change your mind when your head begins to sag
Should've known better, ain't working for you now
Maybe if you'd know better you'd be here somehow
So change your ways before you ways change you
With a hole in your head that you can see through
You're looking up and you're looking down
Shot's are rippin' out from all around
You're crying out for help but it can't be found
The voice of regret is the only sound
You play the game and you pay the price
For hustlin' in the gutter with the motherfuckin' street lice
You're runnin' and gunnin' and whatever else goes
And you're goin' with your crew whichever way the wind blows
""Cause you got their back and they got yours
And you live for yourself and you make your own laws
But sooner or later what goes around comes around
You wind up dead and buried in hard, cold ground",Biohazard
"Yo this is biohazard from brooklyn new york dropping some respect for almighty
Black Sabbath 1994 Motha Fuckas

Have you ever thought about your soul, can it be saved?
Or perhaps you think that when you're dead you just stay your grave
Is God just within your head or is he a part of you?
Is Christ just a namethat you read in a book when you were at school?

When you think about death do you lose your breath or do you keep your cool?
Would you like to see the Pope on the end of a rope---Do you think he's a fool?
Well I have the truth. Yes I have seen the light and I've changed my ways.
And I'll be prepared when you're lonely and scaredat the end of our days.

Could it be you're afraid of what your friends might say
If they knew you believed in God above
They should realize before they criticise
That God is the only way to love.

Is your mind so small that you have to fall
In with the pack wherever they run
Will you still sneer whemn death is near
And say they might as well worship the sun.

I think it is true it was people like you that crucified Christ
I think it is sad that the opinion you had was the only one voiced.
Will you be so sure when your day is near say you won't believe?
You had a chance but you turned it down now you can't retrieve.

Perhaps you'll think before you say that God is dead and gone
Open your eyes, just realize that he is the one,
The only one who can save you now from all this sin and hate.
Or will you still jeer at all you hear?
Yes---I think it's too late.



",Biohazard
"I sit and pick my brain each night
With an axe in my hand held tight
Bite my nose to spite my face
Killing myself, I can't escape the rat race
Wallowing in neck-deep misery
Quicksand dissent, pressure free
Deepest wounds are self inflicted
Should I hope to be vindicated

Always alone, society's abortion
Self mutilation, the daily partion
Resentful past breeds hopeful future
With tears of blood, I remove the sutures

Dying inside, emotions they hide
Irreparable damage from the tears that I've cried
I climb from the sewer, the years that I have
spent
Self mutilation or my environment

[Chorus: Repeat x2]
Tears of blood, tears of blood
I cry, I cry
Tears of blood, tears of blood
I die

Deny myself for fear of being
Is it over now, has my heart stopped beating
Lying here just self defeating
My mind is empty, it won't stop bleeding
Twisted anger screams my brain
Over the edge, I hang in pain
Mouth locked shut my mind won't swallow
With tears of blood alone I wallow

No one to blame except myself
What you call masochism I call wealth
Maybe its just a matter of pride
Too sweet to end with suicide

Peel the scab, pour salt in the wound
Torturing myself, I'm forever doomed
Looking east and west each and every moon
A peaceful rest comes somebody soon

No one to blame expect myself
What you call masochism I call wealth
Is death life and do we live in hell?

[Chorus: Repeat x3]",Biohazard
"It's a motherfuckin' homicide, just deserts
A shotgun painted right where it hurts
From the inside, the ones you can trust
You got connected to a serious bust
You thought you were a hustler, a boy that was rude
But now you're in the dirt, can of underground wormfood
Stupid motherfucker, you thought you would last
Well took the wrong path, now your name is in the past

Another fuckin' lowlife connected to the first
A crooked cop on the take, nothing could be worse
Twenty one gun salute, the widow lays the wreath
The whole police department covered up he was a thief
Yeah the city's finest, caught in deepest shit
Never tought the day would come, bang, a fuckin' hit
You call yourself the finest in the city, huh!
For scum like you,I have no fucking pity

[Pre-chorus:]

Pushing and scumming, disribute all your poison
You call yourself a man, well you're nothing but a boy
son
A real man works hard, starves to climb the ropes
Not killing for money, on the corner selling dope
Money isn't everything, I guess it was to you
Did you control your own life or greed controlled you
For the lives that you destroyed, so morally depraved
For the people you left grieving, I spit on your grave

[Chorus:]

So it seems, this is the system, and I'm sorry to say
Dealers pay the cops to turn and look the other way
On both sides of the law, justice has been done
Not by a judge and jury but by the trigger of gun

[Lead]

Everybody scratches and tries to get ahead
You took the easy way, it is easy being dead
The chamber spins three, grab the trigger then you pull it
The game is called roulette and you just won the bullet

[Pre-chorus]

[Chorus 2x]

The chamber spins three",Biohazard
"Drug infested, narcotic, electric, schizophrenic
Murderer arrested, a child molested, a race detested
A building burnt down, insurance invested
Homelessness lingers all around, rape, death, sickness
Homeward bound, unemployed, no love, no joy
Cut down to size, a life destroyed, war, no peace
Death, tragedy, no cure, disease, AIDS, leprosy
A veteran dead below the knee, eyes burn in your head
You cannot see

Spending all my time just standing in line
And I'm waiting, waiting to die
Watching every day of my life go by
Just waiting, waiting to die

Children beaten, poisons eaten, look at the world, we're self-defeating
Reputed, undisputedly polluted, crack heads with guns ain't afraid to shoot it
Countries fighting for oil and gold while the hole in the ozone layer's out of control
Brother kills brother in a world full of hate, too fucking late our heads on a plate
Nature's dying, children crying, human race ass in a fucking pan frying
With no one to blame except ourselves, greed transforms our earth into hell

Spending all my time just standing in line
And I'm waiting, waiting to die
Watching every day of my life go by
Just waiting, waiting to die

Murder!
Waiting to die.

Murder, Middle East assassination, extermination, human termination
The war on drugs, humiliation
A ruined nation, with no explanation
Something to hide, bound and gagged and tied
A gun in your hand at your head, suicide
It's censorship of my pure mind
No justice, no truce, no hope to find

Spending all my time just standing in line
And I'm waiting, waiting to die
Watching every day of my life go by
Just waiting, waiting to die",Biohazard
"So many things these eyes have seen
People I've met and places I've been
Inconceivable how one maintains
In the game with the pain and the strain on the brain
How reality's plane can wear you down
And make you an insane man who only frowns
City hardened and cold just like me
Anger has numbed my eyes from all they see
From all they see

Like a workingman's skin as it turns to leather
The mind of the youth is forced to weather
An assault on his senses by his parents and peers
That preys on innocence, weakness and fears
Manifestation of rage runs deep
Over the edge of sanity, thoughts creep
Violent reaction, bitter and mean
A product of what these eyes have seen

These eyes have seen inhuman sights
I hold my breath with all my might
Like anyone else in our own hells
It seems obscene, the things I've seen
I hold my breath with all my might
These eyes have seen inhuman sights

Lost count of how many wakes were attended
Mind and body never quite mended
Do you think this is what life intended?
At fourteen your life has ended
Maybe your spirit is battered and broken
From shit you've seen and words that were spoken
Death, violence, drugs all around
These eyes have seen some shit go down

These eyes have seen inhuman sights
I hold my breath with all my might
Like anyone else in our own hells
It seems obscene, the things I've seen",Biohazard
"I question not me, it only happens to others
I can't deny reality as life gets smothered

If the lines can be read between
Maybe you can tell me then what it all means
Cause he who paints the big picture runs the whole scene

Locked down, I gotta get it out
Impending doom, a cloud above my head
Why me? My faith has been devout
Blasphemous? Am I better off dead?

Punishment, for all my sins

A burning thought inside my mind
Has me full of pity for all of human kind
As we move forth, we fall further behind

Fear of death, will my life go on?
Controlled fate? On the corner rolling dice
Punishment, but I've done nothing wrong
In my eyes, who really pays the price

My lament, for the human race
Guilty, punishment for all my sins

Dread the day that brings the truth
Punishment for what I've done
Sentence me for all my sins
Bound in fear for what I've got
Though not much it seems a lot
Life is death and no one wins

Bustin' my ass, another day another dollar, as I kneel down and I
Confess to the father that I'm suffering a burning question of
the truth, whether or not to pull the trigger or to jump right
off the roof, 'cause I did things normal and just like all my friends
but now I'm positive and life it all ends

Punishment, for all my sins, I repent

In reality, we all must face the fact that the majority
of the people are out there smoking crack, getting doped up,
shooting that shit into their veins, the question must be asked if
we have any brains left, or right or wrong in this son, a
question we all ask and must answer before long, 'cause no one
is safe in this world, what's the deal, the sentence is death and to
what court do I appeal?

Punishment, for all my sins, I repent

Punishment",Biohazard
"Monday yawning, school's so boring
Or go to work like a jerk and end up snoring
Tuesday's mail never fails
Collection agency wants me in jail
Wednesday's rules got me ignoring, deploring, all my tensions roaring
Thursday same shit different day
But these motherfucking rules will never ever go away

F*ck the rules 

Friday night gonna be out of sight
If you're 21 they say drinking might be fun
On Saturday, Bible says seventh day
The day of rest so have it your way
Go for a ride, keep it under 55
Respect the badge, don't drink and drive
On Sunday gotta survive these fascist fools
Take your freedom back from the bullshit rules

Call me paranoid call me what you will 
I got a fucking feeling something big is going down

F*ck the rules 

Call me paranoid call me what you will 
I got a fucking feeling something big is going down

F*ck the rules",Biohazard
"So many things these eyes have seen
People I've met and places I've been
Inconceivable how one maintains
In the game with the pain and the strain on the brain
How reality's plane can wear you down
And make you an insane man who only frowns
City hardened and cold just like me
Anger has numbed my eyes from all they see
From all they see

Like a workingman's skin as it turns to leather
The mind of the youth is forced to weather
An assault on his senses by his parents and peers
That preys on innocence, weakness and fears
Manifestation of rage runs deep
Over the edge of sanity, thoughts creep
Violent reaction, bitter and mean
A product of what these eyes have seen

These eyes have seen inhuman sights
I hold my breath with all my might
Like anyone else in our own hells
It seems obscene, the things I've seen
I hold my breath with all my might
These eyes have seen inhuman sights

Lost count of how many wakes were attended
Mind and body never quite mended
Do you think this is what life intended?
At fourteen your life has ended
Maybe your spirit is battered and broken
From shit you've seen and words that were spoken
Death, violence, drugs all around
These eyes have seen some shit go down

These eyes have seen inhuman sights
I hold my breath with all my might
Like anyone else in our own hells
It seems obscene, the things I've seen",Biohazard
"Emptiness slips into my mind
Emotion so fucking hard to find
I center myself in this universe
With peace amongst all the pains and hurts

I think of all the things that would've been
And the time I could've spent with him
But again comes sadness creeping in
Again comes sadness creeping in

Taken by surprise, stigmatized by the things I've seen with my own eyes
Traumatized until I realize that I gotta go on with my life

I can only guess what I should've done then
Wandering alone on the path I've chosen
Lumbering along towards inevitable fate
I await an answer, I wrestle with hate

I question your life and the choices you made
I question myself with righteousness and rage
Confused and sick from mistakes I've made
Confused and sick from mistakes I've made

Taken by surprise, stigmatized by the things I've seen with my own eyes
Traumatized until I realize that I gotta go on with my life

Stigmatized...

Questions to ponder about letting go, answers I find towards peaceful flow
People take shit for granted as given, not in this world that I live in

Stigmatized...

Questions to ponder about letting go, answers I find towards peaceful flow
People take shit for granted as given, not in this world that I live in
In my eyes, I realize 
No more lies stigmatized",Biohazard
"On your knees before the mighty them, receive communion once again
Obey and follow strict laws to the letter
Do as you're told and life will be better
Go with the flow, avoid the strife, let unknown powers rule your life
A box of glass dictates your death, stolen minds, innocence last breath

Whatever happened to the good old days, no mental smokescreen, subliminal haze?
Corporate society prints out your thoughts Spirituality sold and bought
Now your life is all dictated, all you stood for, all you hated
Establishment prevails again, on your knees before the mighty them

On your knees pray to the one you appease

Look in my eyes and you will find
Another way to get through your life
Stare at my face, make up your mind
And you will find love at first sight
Connect your soul now get online
Mind control taking your life
Connect your soul now get online
Mind control

Try not to look 'cause you might turn to stone 
How much time do you really think on your own?
Just trying to be yourself, don't want to be like no one else
It was something that was once pure, and the truth was meant to endure
Gotta find out who's to blame, gotta end this mind control game

On your knees pray to the one you appease

Look in my eyes and you will find
Another way to get through your life
Stare at my face, make up your mind
And you will find love at first sight
Connect your soul now get online
Mind control sucking your life your life
Connect your soul now get online",Biohazard
